county,precinct,office,district,candidate,party,election_day,av_counting_boards,early_voting,votes
Delta,"Wells Township, Precinct 1",Wells Township Clerk,,Sue Helgemo,,1,0,2,3
Delta,"Wells Township, Precinct 1",Wells Township Clerk,,Tina Jensen,,7,0,20,27
Delta,"Wells Township, Precinct 1",Wells Township Clerk,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Wells Township Clerk,,Under Vote Count,,274,313,346,933
Delta,"Wells Township, Precinct 1",Wells Township Treasurer,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Wells Township Treasurer,,Karen Kobasic,Republican,249,220,318,787
Delta,"Wells Township, Precinct 1",Wells Township Treasurer,,Write-in,,5,2,2,9
Delta,"Wells Township, Precinct 1",Wells Township Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Wells Township Treasurer,,Under Vote Count,,50,113,64,227
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Gloria F. Johnson,Democrat,130,198,125,453
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Shannon Dubord,No Party Affiliation,121,118,136,375
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Anthony Millette,No Party Affiliation,115,129,157,401
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Brett Way,No Party Affiliation,113,151,180,444
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Write-in,,9,1,4,14
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Wells Township Trustee,,Under Vote Count,,728,743,934,2405
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Andrew Fink,,112,93,163,368
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Kimberly Ann Thomas,,102,138,99,339
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Write-in,,5,0,7,12
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Over Vote Count,,0,0,1,1
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - 8 Year Term,,Under Vote Count,,85,104,114,303
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Kyra Harris Bolden,,126,134,130,390
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Patrick William O'Grady,,80,101,123,304
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Write-in,,6,0,7,13
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Justice of Supreme Court - Partial Term Ending 01/01/2029,,Under Vote Count,,92,100,124,316
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Stephen L. Borrello,,186,178,203,567
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Write-in,,6,0,7,13
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Over Vote Count,,0,0,1,1
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - 6 Year Term,,Under Vote Count,,112,157,173,442
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,188,175,200,563
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Write-in,,7,0,8,15
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Judge of Court of Appeals 4th District - Incumbent Position - Partial Term Ending 01/01/2027,,Under Vote Count,,109,160,176,445
Delta,"Wells Township, Precinct 1",Judge of Probate Court,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Judge of Probate Court,,Perry R. Lund,,190,188,224,602
Delta,"Wells Township, Precinct 1",Judge of Probate Court,,Write-in,,7,0,7,14
Delta,"Wells Township, Precinct 1",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Judge of Probate Court,,Under Vote Count,,107,147,153,407
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Dennis L. Hopkins,,57,82,90,229
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Terri Mileski,,121,162,138,421
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Steven D. Soderman,,143,155,180,478
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Write-in,,5,1,9,15
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Over Vote Count,,2,0,0,2
Delta,"Wells Township, Precinct 1",Bay De Noc Community College Board of Trustees Member,,Under Vote Count,,280,270,351,901
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,James Beauchamp,,122,159,178,459
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,Dan Flynn,,128,173,172,473
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,JJ Johnson-Reeves,,104,149,138,391
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,LeeAnne M. Oman,,95,130,122,347
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,Write-in,,7,5,11,23
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Escanaba Area Public Schools Board Member,,Under Vote Count,,456,389,531,1376
Delta,"Wells Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Yes,,183,241,239,663
Delta,"Wells Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,No,,82,73,112,267
Delta,"Wells Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Delta County - 911 Millage Renewal Proposal,,Under Vote Count,,39,21,33,93
Delta,"Wells Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Ballots Cast,,304,335,384,1023
Delta,"Wells Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Yes,,216,229,261,706
Delta,"Wells Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,No,,50,85,91,226
Delta,"Wells Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 1",Delta County - Veterans Affairs Millage Proposal,,Under Vote Count,,38,21,32,91
Delta,"Wells Township, Precinct 2",President,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",President,,Kamala D. Harris / Tim Walz,Democrat,138,311,136,585
Delta,"Wells Township, Precinct 2",President,,Donald J. Trump / JD Vance,Republican,440,362,621,1423
Delta,"Wells Township, Precinct 2",President,,Chase Oliver / Mike ter Maat,Libertarian,7,5,2,14
Delta,"Wells Township, Precinct 2",President,,Jill Stein / Rudolph Ware,Green,1,0,0,1
Delta,"Wells Township, Precinct 2",President,,"Robert F. Kennedy, Jr. / Nicole Shanahan",Natural Law,4,8,2,14
Delta,"Wells Township, Precinct 2",President,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",President,,Under Vote Count,,2,3,1,6
Delta,"Wells Township, Precinct 2",President,,Cornel West / Melina Abdullah,No Party Affiliation,0,1,1,2
Delta,"Wells Township, Precinct 2",President,,Write-in,,0,1,1,2
Delta,"Wells Township, Precinct 2",President,,Randall Terry / Stephen E. Broden,U.S. Taxpayers,0,0,1,1
Delta,"Wells Township, Precinct 2",U.S. Senate,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",U.S. Senate,,Elissa Slotkin,Democrat,141,310,141,592
Delta,"Wells Township, Precinct 2",U.S. Senate,,Mike Rogers,Republican,393,353,596,1342
Delta,"Wells Township, Precinct 2",U.S. Senate,,Joseph Solis-Mullen,Libertarian,16,3,5,24
Delta,"Wells Township, Precinct 2",U.S. Senate,,Dave Stein,U.S. Taxpayers,7,6,9,22
Delta,"Wells Township, Precinct 2",U.S. Senate,,Douglas P. Marsh,Green,4,1,0,5
Delta,"Wells Township, Precinct 2",U.S. Senate,,Doug Dern,Natural Law,1,4,2,7
Delta,"Wells Township, Precinct 2",U.S. Senate,,Write-in,,1,0,1,2
Delta,"Wells Township, Precinct 2",U.S. Senate,,Over Vote Count,,0,1,0,1
Delta,"Wells Township, Precinct 2",U.S. Senate,,Under Vote Count,,29,13,11,53
Delta,"Wells Township, Precinct 2",U.S. House,1,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",U.S. House,1,Callie Barr,Democrat,152,302,146,600
Delta,"Wells Township, Precinct 2",U.S. House,1,Jack Bergman,Republican,383,361,596,1340
Delta,"Wells Township, Precinct 2",U.S. House,1,Andrew Gale,Libertarian,8,4,4,16
Delta,"Wells Township, Precinct 2",U.S. House,1,Liz Hakola,Working Class,19,10,10,39
Delta,"Wells Township, Precinct 2",U.S. House,1,Over Vote Count,,1,1,0,2
Delta,"Wells Township, Precinct 2",U.S. House,1,Under Vote Count,,29,13,7,49
Delta,"Wells Township, Precinct 2",U.S. House,1,Write-in,,0,0,2,2
Delta,"Wells Township, Precinct 2",State House,108,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",State House,108,Christiana Reynolds,Democrat,134,293,129,556
Delta,"Wells Township, Precinct 2",State House,108,David Prestin,Republican,396,367,609,1372
Delta,"Wells Township, Precinct 2",State House,108,Kayla Wikstrom,Libertarian,17,11,8,36
Delta,"Wells Township, Precinct 2",State House,108,Write-in,,1,0,1,2
Delta,"Wells Township, Precinct 2",State House,108,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",State House,108,Under Vote Count,,44,20,18,82
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Theodore Jones,Democrat,116,280,113,509
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,104,275,109,488
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Tom McMillin,Republican,324,324,535,1183
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Nikki Snyder,Republican,320,330,533,1183
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Scotty Boman,Libertarian,33,12,21,66
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,4,4,5,13
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Christine C. Schwartz,U.S. Taxpayers,18,13,9,40
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Mary Anne Hering,Working Class,31,18,23,72
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Under Vote Count,,234,126,178,538
Delta,"Wells Township, Precinct 2",Member of the State Board of Education,,Write-in,,0,0,4,4
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Denise Ilitch,Democrat,124,285,127,536
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,116,277,110,503
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Carl Meyers,Republican,344,328,542,1214
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Sevag Vartanian,Republican,284,300,493,1077
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,27,15,19,61
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,24,15,14,53
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Write-in,,1,0,4,5
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",Regent of the University of Michigan,,Under Vote Count,,264,162,221,647
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,124,284,120,528
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,103,270,109,482
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Mike Balow,Republican,327,316,528,1171
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Julie Maday,Republican,310,319,504,1133
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Grant T. Baker,Libertarian,20,7,13,40
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,10,12,15,37
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,8,8,11,27
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,John Anthony La Pietra,Green,10,7,1,18
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Write-in,,3,0,5,8
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",Trustee of Michigan State University,,Under Vote Count,,269,159,224,652
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Rasha Demashkieh,Democrat,108,272,110,490
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Mark T. Gaffney,Democrat,110,279,112,501
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Michael Busuito,Republican,301,310,514,1125
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Sunny Reddy,Republican,300,304,498,1102
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Farid Ishac,Libertarian,16,10,10,36
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,10,12,11,33
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Sami Makhoul,Green,6,4,3,13
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Suzanne Roehrig,Working Class,30,23,13,66
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Kathleen Oakford,Natural Law,8,5,7,20
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Write-in,,2,0,6,8
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Over Vote Count,,0,0,2,2
Delta,"Wells Township, Precinct 2",Governor of Wayne State University,,Under Vote Count,,293,163,244,700
Delta,"Wells Township, Precinct 2",County Prosecuting Attorney,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",County Prosecuting Attorney,,Lauren Wickman,Republican,431,468,660,1559
Delta,"Wells Township, Precinct 2",County Prosecuting Attorney,,Write-in,,7,1,0,8
Delta,"Wells Township, Precinct 2",County Prosecuting Attorney,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",County Prosecuting Attorney,,Under Vote Count,,154,222,105,481
Delta,"Wells Township, Precinct 2",County Sheriff,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",County Sheriff,,Todd M. Tardiff,Republican,446,466,676,1588
Delta,"Wells Township, Precinct 2",County Sheriff,,Write-in,,6,1,1,8
Delta,"Wells Township, Precinct 2",County Sheriff,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",County Sheriff,,Under Vote Count,,140,224,88,452
Delta,"Wells Township, Precinct 2",County Clerk and Register of Deeds,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",County Clerk and Register of Deeds,,Nancy Kolich Przewrocki,Republican,435,487,678,1600
Delta,"Wells Township, Precinct 2",County Clerk and Register of Deeds,,Write-in,,5,1,2,8
Delta,"Wells Township, Precinct 2",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",County Clerk and Register of Deeds,,Under Vote Count,,152,203,85,440
Delta,"Wells Township, Precinct 2",County Treasurer,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",County Treasurer,,Sherry Godfrey,Republican,432,458,662,1552
Delta,"Wells Township, Precinct 2",County Treasurer,,Write-in,,6,1,1,8
Delta,"Wells Township, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Delta,"Wells Township, Precinct 2",County Treasurer,,Under Vote Count,,154,232,102,488
Delta,"Wells Township, Precinct 2",County Road Commissioner,,Ballots Cast,,592,691,765,2048
Delta,"Wells Township, Precinct 2",County Road Commissioner,,Bob Aschbacher,Democrat,238,391,273,902
