county,precinct,office,district,candidate,party,votes,election_day,absentee,early_voting
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,David N. Welch,,457,236,179,42
Bay,Williams Township Precinct 1,Local School District Board Member Bay City Public Schools,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,727,383,271,73
Bay,Williams Township Precinct 1,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,1180,630,427,123
Bay,Williams Township Precinct 1,Mosquito Control Millage Renewal Bay County,,Yes,,1586,798,634,154
Bay,Williams Township Precinct 1,Mosquito Control Millage Renewal Bay County,,No,,378,245,86,47
Bay,Williams Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,1013,503,421,89
Bay,Williams Township Precinct 1,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,904,512,289,103
Bay,Williams Township Precinct 2,Registered Voters - Total,,,,1598,,,
Bay,Williams Township Precinct 2,Ballots Cast - Total,,,,1104,621,367,116
Bay,Williams Township Precinct 2,Ballots Cast - Blank,,,,0,0,0,0
Bay,Williams Township Precinct 2,Straight Party Ticket,,Democrat,DEM,182,69,88,25
Bay,Williams Township Precinct 2,Straight Party Ticket,,Republican,REP,337,206,89,42
Bay,Williams Township Precinct 2,Straight Party Ticket,,Libertarian,LIB,0,0,0,0
Bay,Williams Township Precinct 2,Straight Party Ticket,,U.S. Taxpayers,UST,3,2,1,0
Bay,Williams Township Precinct 2,Straight Party Ticket,,Green,GRN,2,2,0,0
Bay,Williams Township Precinct 2,Straight Party Ticket,,Working Class,WCP,1,1,0,0
Bay,Williams Township Precinct 2,Straight Party Ticket,,Natural Law,NLP,0,0,0,0
Bay,Williams Township Precinct 2,President,,Kamala D. Harris,DEM,382,158,182,42
Bay,Williams Township Precinct 2,President,,Donald J. Trump,REP,699,450,176,73
Bay,Williams Township Precinct 2,President,,Chase Oliver,LIB,4,3,1,0
Bay,Williams Township Precinct 2,President,,Randall Terry,UST,1,0,1,0
Bay,Williams Township Precinct 2,President,,Jill Stein,GRN,7,4,3,0
Bay,Williams Township Precinct 2,President,,"Robert F. Kennedy, Jr.",NLP,5,3,2,0
Bay,Williams Township Precinct 2,President,,Joseph Kishore,,1,1,0,0
Bay,Williams Township Precinct 2,President,,Cornel West,,0,0,0,0
Bay,Williams Township Precinct 2,President,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,U.S. Senate,,Elissa Slotkin,DEM,381,156,185,40
Bay,Williams Township Precinct 2,U.S. Senate,,Mike Rogers,REP,666,428,164,74
Bay,Williams Township Precinct 2,U.S. Senate,,Joseph Solis-Mullen,LIB,12,9,2,1
Bay,Williams Township Precinct 2,U.S. Senate,,Dave Stein,UST,16,6,9,1
Bay,Williams Township Precinct 2,U.S. Senate,,Douglas P. Marsh,GRN,4,3,1,0
Bay,Williams Township Precinct 2,U.S. Senate,,Doug Dern,NLP,3,3,0,0
Bay,Williams Township Precinct 2,U.S. Senate,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,U.S. House,8,Kristen McDonald Rivet,DEM,420,195,184,41
Bay,Williams Township Precinct 2,U.S. House,8,Paul Junge,REP,617,383,160,74
Bay,Williams Township Precinct 2,U.S. House,8,Steve Barcelo,LIB,14,10,3,1
Bay,Williams Township Precinct 2,U.S. House,8,James Allen Little,UST,9,6,3,0
Bay,Williams Township Precinct 2,U.S. House,8,Jim Casha,GRN,4,3,1,0
Bay,Williams Township Precinct 2,U.S. House,8,Kathy Goodwin,WCP,19,9,10,0
Bay,Williams Township Precinct 2,U.S. House,8,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,State House,97,Mark Putnam,DEM,366,152,175,39
Bay,Williams Township Precinct 2,State House,97,Matthew Bierlein,REP,682,432,177,73
Bay,Williams Township Precinct 2,State House,97,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Theodore Jones,DEM,318,129,158,31
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Adam Frederick Zemke,DEM,304,124,146,34
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Tom McMillin,REP,587,366,154,67
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Nikki Snyder,REP,601,363,169,69
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Scotty Boman,LIB,53,33,15,5
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Ted Gerrard,UST,12,5,6,1
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Christine C. Schwartz,UST,29,13,12,4
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Mary Anne Hering,WCP,65,33,25,7
Bay,Williams Township Precinct 2,Member of the State Board of Education State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Shauna Ryder Diggs,DEM,323,134,152,37
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Denise Ilitch,DEM,343,134,173,36
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Carl Meyers,REP,634,388,172,74
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Sevag Vartanian,REP,516,318,136,62
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Andrew Chadderdon,LIB,44,28,11,5
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Donna M. Oetman,UST,52,27,21,4
Bay,Williams Township Precinct 2,Regent of the University of Michigan State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Rebecca Bahar-Cook,DEM,342,138,167,37
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Thomas Stallworth III,DEM,301,119,148,34
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Mike Balow,REP,595,371,152,72
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Julie Maday,REP,569,343,160,66
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Grant T. Baker,LIB,36,21,12,3
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Janet M. Sanger,UST,27,11,13,3
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,John Paul Sanger,UST,20,10,9,1
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,John Anthony La Pietra,GRN,19,12,6,1
Bay,Williams Township Precinct 2,Trustee of Michigan State University State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Rasha Demashkieh,DEM,294,117,142,35
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Mark T. Gaffney,DEM,329,138,157,34
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Michael Busuito,REP,596,360,165,71
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Sunny Reddy,REP,556,338,152,66
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Farid Ishac,LIB,19,13,5,1
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,William Mohr II,UST,15,7,7,1
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Sami Makhoul,GRN,8,5,3,0
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Suzanne Roehrig,WCP,41,15,23,3
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Kathleen Oakford,NLP,12,7,3,2
Bay,Williams Township Precinct 2,Governor of Wayne State University State,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,County Executive Bay County,,Jim Barcia,DEM,400,162,197,41
Bay,Williams Township Precinct 2,County Executive Bay County,,Kevin Shark,REP,605,383,149,73
Bay,Williams Township Precinct 2,County Executive Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Prosecuting Attorney Bay County,,Nancy E. Borushko,DEM,348,147,162,39
Bay,Williams Township Precinct 2,Prosecuting Attorney Bay County,,Mike Kanuszewski,REP,700,435,189,76
Bay,Williams Township Precinct 2,Prosecuting Attorney Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Sheriff Bay County,,Troy R. Cunningham,DEM,650,326,255,69
Bay,Williams Township Precinct 2,Sheriff Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Clerk Bay County,,Kathleen Zanotti,DEM,627,306,253,68
Bay,Williams Township Precinct 2,Clerk Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Treasurer Bay County,,Weston Prince,DEM,611,295,247,69
Bay,Williams Township Precinct 2,Treasurer Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Register of Deeds Bay County,,Brandon D. Krause,DEM,622,304,250,68
Bay,Williams Township Precinct 2,Register of Deeds Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,County Road Commissioner Bay County,,Michael J. Maillette,DEM,349,144,168,37
Bay,Williams Township Precinct 2,County Road Commissioner Bay County,,Bill Schumacher,REP,690,432,181,77
Bay,Williams Township Precinct 2,County Road Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Drain Commissioner Bay County,,Bill Jordan,DEM,329,138,153,38
Bay,Williams Township Precinct 2,Drain Commissioner Bay County,,Michael Rivard,REP,711,439,196,76
Bay,Williams Township Precinct 2,Drain Commissioner Bay County,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,County Commissioner County Commissioner District 01,,Kathy Niemiec,REP,785,458,245,82
Bay,Williams Township Precinct 2,County Commissioner County Commissioner District 01,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Supervisor Williams Township,,Paul M. Wasek,DEM,367,161,165,41
Bay,Williams Township Precinct 2,Supervisor Williams Township,,Jerome E. Putt,REP,685,421,189,75
Bay,Williams Township Precinct 2,Supervisor Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Clerk Williams Township,,Kellie Andrus,REP,801,469,248,84
Bay,Williams Township Precinct 2,Clerk Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Treasurer Williams Township,,Terri Charbonneau,REP,791,465,240,86
Bay,Williams Township Precinct 2,Treasurer Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Trustee Williams Township,,Brandy Martin,DEM,387,161,185,41
Bay,Williams Township Precinct 2,Trustee Williams Township,,Tom Putt,DEM,431,185,203,43
Bay,Williams Township Precinct 2,Trustee Williams Township,,Doug Behmlander,REP,623,376,175,72
Bay,Williams Township Precinct 2,Trustee Williams Township,,Jason P. Gower,REP,666,404,192,70
Bay,Williams Township Precinct 2,Trustee Williams Township,,Thomas Paige,REP,618,362,184,72
Bay,Williams Township Precinct 2,Trustee Williams Township,,James E. Plant,REP,605,352,181,72
Bay,Williams Township Precinct 2,Trustee Williams Township,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Justice of Supreme Court Supreme Court,,Andrew Fink,,348,209,92,47
Bay,Williams Township Precinct 2,Justice of Supreme Court Supreme Court,,Kimberly Ann Thomas,,466,222,197,47
Bay,Williams Township Precinct 2,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Justice of Supreme Court Supreme Court,,Kyra Harris Bolden,,426,213,169,44
Bay,Williams Township Precinct 2,Justice of Supreme Court Supreme Court,,Patrick William O'Grady,,375,207,120,48
Bay,Williams Township Precinct 2,Justice of Supreme Court Supreme Court,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Judge of Court of Appeals 4th District,,Stephen L. Borrello,,662,362,231,69
Bay,Williams Township Precinct 2,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Judge of Court of Appeals 4th District,,Allie Greenleaf Maldonado,,645,355,223,67
Bay,Williams Township Precinct 2,Judge of Court of Appeals 4th District,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Judge of Probate Court Bay County Probate Court,,Jan A. Miner,,666,367,230,69
Bay,Williams Township Precinct 2,Judge of Probate Court Bay County Probate Court,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Judge of District Court 74th District,,Timothy J. Kelly,,668,368,229,71
Bay,Williams Township Precinct 2,Judge of District Court 74th District,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Delta College Board of Trustees Member County of Bay Delta College,,Michael D. Rowley,,646,354,226,66
Bay,Williams Township Precinct 2,Delta College Board of Trustees Member County of Bay Delta College,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Delta College Board of Trustees Member County of Midland Delta College,,Stacey L. Gannon,,634,350,221,63
Bay,Williams Township Precinct 2,Delta College Board of Trustees Member County of Midland Delta College,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Delta College Board of Trustees Member County of Saginaw Delta College,,Alexis S. Thomas,,601,331,210,60
Bay,Williams Township Precinct 2,Delta College Board of Trustees Member County of Saginaw Delta College,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,Thomas A. Baird,,248,133,85,30
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,Christopher Connors,,222,123,82,17
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,David Hackett,,226,148,61,17
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,Wendy Legner,,377,181,154,42
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,Mason Pressler,,232,115,93,24
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,Carrie Sepeda,,274,137,111,26
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,David N. Welch,,226,119,83,24
Bay,Williams Township Precinct 2,Local School District Board Member Bay City Public Schools,,Write-ins,,0,0,0,0
Bay,Williams Township Precinct 2,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,Yes,,403,212,137,54
Bay,Williams Township Precinct 2,Bay County Community Center Outdoor Public Pool Area Millage Bay County,,No,,569,324,192,53
Bay,Williams Township Precinct 2,Mosquito Control Millage Renewal Bay County,,Yes,,811,434,296,81
Bay,Williams Township Precinct 2,Mosquito Control Millage Renewal Bay County,,No,,198,122,49,27
Bay,Williams Township Precinct 2,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,Yes,,516,258,196,62
Bay,Williams Township Precinct 2,Bay Metropolitan Transportation Authority Millage Renewal Bay County,,No,,470,284,141,45
Bay,City of Midland Precinct 2,Registered Voters - Total,,,,137,,,
Bay,City of Midland Precinct 2,Ballots Cast - Total,,,,86,86,0,0
Bay,City of Midland Precinct 2,Ballots Cast - Blank,,,,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,Democrat,DEM,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,Republican,REP,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,Libertarian,LIB,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,U.S. Taxpayers,UST,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,Green,GRN,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,Working Class,WCP,0,0,0,0
Bay,City of Midland Precinct 2,Straight Party Ticket,,Natural Law,NLP,0,0,0,0
Bay,City of Midland Precinct 2,President,,Kamala D. Harris,DEM,33,33,0,0
Bay,City of Midland Precinct 2,President,,Donald J. Trump,REP,52,52,0,0
Bay,City of Midland Precinct 2,President,,Chase Oliver,LIB,1,1,0,0
Bay,City of Midland Precinct 2,President,,Randall Terry,UST,0,0,0,0
Bay,City of Midland Precinct 2,President,,Jill Stein,GRN,0,0,0,0
Bay,City of Midland Precinct 2,President,,"Robert F. Kennedy, Jr.",NLP,0,0,0,0
Bay,City of Midland Precinct 2,President,,Joseph Kishore,,0,0,0,0
Bay,City of Midland Precinct 2,President,,Cornel West,,0,0,0,0
Bay,City of Midland Precinct 2,President,,Write-ins,,0,0,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Elissa Slotkin,DEM,33,33,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Mike Rogers,REP,51,51,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Joseph Solis-Mullen,LIB,0,0,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Dave Stein,UST,2,2,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Douglas P. Marsh,GRN,0,0,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Doug Dern,NLP,0,0,0,0
Bay,City of Midland Precinct 2,U.S. Senate,,Write-ins,,0,0,0,0
Bay,City of Midland Precinct 2,U.S. House,8,Kristen McDonald Rivet,DEM,33,33,0,0
Bay,City of Midland Precinct 2,U.S. House,8,Paul Junge,REP,47,47,0,0
Bay,City of Midland Precinct 2,U.S. House,8,Steve Barcelo,LIB,0,0,0,0
Bay,City of Midland Precinct 2,U.S. House,8,James Allen Little,UST,0,0,0,0
Bay,City of Midland Precinct 2,U.S. House,8,Jim Casha,GRN,0,0,0,0
Bay,City of Midland Precinct 2,U.S. House,8,Kathy Goodwin,WCP,3,3,0,0
Bay,City of Midland Precinct 2,U.S. House,8,Write-ins,,0,0,0,0
Bay,City of Midland Precinct 2,State House,95,Sabrina Lopez,DEM,28,28,0,0
Bay,City of Midland Precinct 2,State House,95,Bill G. Schuette,REP,55,55,0,0
