county,precinct,office,district,party,candidate,votes,election,early_voting,absentee
Eaton,"Oneida Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Roxand Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Walton Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Olivet, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Potterville, Precinct 1",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",Judge of Circuit Court 56th Circuit Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Bellevue Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,993,601,122,270
Eaton,"Benton Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1026,448,170,408
Eaton,"Brookfield Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,486,283,78,125
Eaton,"Carmel Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1072,387,306,379
Eaton,"Chester Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,587,307,97,183
Eaton,"Delta Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,703,184,153,366
Eaton,"Delta Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,670,178,123,369
Eaton,"Delta Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,513,130,137,246
Eaton,"Delta Charter Township, Precinct 4",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,614,175,150,289
Eaton,"Delta Charter Township, Precinct 5",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,829,168,157,504
Eaton,"Delta Charter Township, Precinct 6",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1504,589,257,658
Eaton,"Delta Charter Township, Precinct 7",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,852,311,156,385
Eaton,"Delta Charter Township, Precinct 8",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,929,358,183,388
Eaton,"Delta Charter Township, Precinct 11",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,667,194,124,349
Eaton,"Delta Charter Township, Precinct 12",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,618,194,107,317
Eaton,"Delta Charter Township, Precinct 13",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,454,155,84,215
Eaton,"Delta Charter Township, Precinct 14",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,543,174,123,246
Eaton,"Delta Charter Township, Precinct 15",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,899,240,175,484
Eaton,"Delta Charter Township, Precinct 16",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1783,510,303,970
Eaton,"Eaton Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1645,725,309,611
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1401,602,227,572
Eaton,"Hamlin Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1236,688,163,385
Eaton,"Kalamo Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,279,169,37,73
Eaton,"Kalamo Township, Precinct 2",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,349,212,49,88
Eaton,"Oneida Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1344,515,174,655
Eaton,"Roxand Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,623,406,62,155
Eaton,"Sunfield Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,749,490,46,213
Eaton,"Vermontville Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,631,557,74,0
Eaton,"Walton Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,800,419,176,205
Eaton,"Windsor Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1006,400,140,466
Eaton,"Windsor Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,887,366,122,399
Eaton,"Windsor Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,689,227,110,352
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1326,580,249,497
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1404,551,289,564
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,557,336,56,165
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,523,308,71,144
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,593,315,76,202
Eaton,"City of Grand Ledge, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,817,412,71,334
Eaton,"City of Grand Ledge, Precinct 2",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,805,401,75,329
Eaton,"City of Grand Ledge, Precinct 3",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,556,255,42,259
Eaton,"City of Grand Ledge, Precinct 4",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,515,183,58,274
Eaton,"City of Olivet, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,313,288,25,0
Eaton,"City of Potterville, Precinct 1",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,954,528,128,298
Eaton,"City of Lansing, 3-22",Judge of Probate Court Incumbent Position,,,Amanda G. Pollard,1203,475,218,510
Eaton,"Bellevue Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Brookfield Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Carmel Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Chester Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 4",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 5",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 6",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 7",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 8",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 11",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 12",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 13",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 14",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 15",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Delta Charter Township, Precinct 16",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Eaton Rapids Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Hamlin Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Kalamo Township, Precinct 2",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Oneida Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Roxand Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Sunfield Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Vermontville Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Walton Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 2",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Windsor Charter Township, Precinct 3",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 1, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Charlotte, Dist. 2, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 2",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Eaton Rapids, Precinct 3",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 2",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 3",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Grand Ledge, Precinct 4",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Olivet, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Potterville, Precinct 1",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",Judge of Probate Court Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"City of Lansing, 3-22",Judge of District Court 54A District Incumbent Position,,,Cynthia M. Ward,1241,466,227,548
Eaton,"City of Lansing, 3-22",Judge of District Court 54A District Incumbent Position,,,Unassigned write-ins,0,0,0,0
Eaton,"Benton Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,36,18,4,14
Eaton,"Delta Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,453,105,95,253
Eaton,"Delta Charter Township, Precinct 2",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,424,109,81,234
Eaton,"Delta Charter Township, Precinct 3",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,369,81,95,193
Eaton,"Delta Charter Township, Precinct 4",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,351,73,77,201
Eaton,"Delta Charter Township, Precinct 5",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,520,91,91,338
Eaton,"Delta Charter Township, Precinct 6",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,1026,364,161,501
Eaton,"Delta Charter Township, Precinct 7",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,530,180,95,255
Eaton,"Delta Charter Township, Precinct 8",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,605,204,114,287
Eaton,"Delta Charter Township, Precinct 11",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,459,129,84,246
Eaton,"Delta Charter Township, Precinct 12",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,348,101,45,202
Eaton,"Delta Charter Township, Precinct 13",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,300,95,58,147
Eaton,"Delta Charter Township, Precinct 14",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,383,117,90,176
Eaton,"Delta Charter Township, Precinct 15",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,555,138,92,325
Eaton,"Delta Charter Township, Precinct 16",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,1203,339,190,674
Eaton,"Oneida Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,824,300,89,435
Eaton,"Roxand Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,206,129,20,57
Eaton,"Windsor Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,124,42,14,68
Eaton,"Windsor Charter Township, Precinct 2",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,470,185,60,225
Eaton,"Windsor Charter Township, Precinct 3",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,235,68,34,133
Eaton,"City of Grand Ledge, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,494,241,39,214
Eaton,"City of Grand Ledge, Precinct 2",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,517,237,45,235
Eaton,"City of Grand Ledge, Precinct 3",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,311,138,23,150
Eaton,"City of Grand Ledge, Precinct 4",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,325,103,35,187
Eaton,"City of Lansing, 3-22",Board of Trustees Member Lansing Community College 6 Year Term,,,Terry Frazier,779,276,143,360
Eaton,"Benton Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Ryan J. Smith,25,11,6,8
Eaton,"Delta Charter Township, Precinct 1",Board of Trustees Member Lansing Community College 6 Year Term,,,Ryan J. Smith,430,114,88,228
Eaton,"Delta Charter Township, Precinct 2",Board of Trustees Member Lansing Community College 6 Year Term,,,Ryan J. Smith,418,109,92,217
Eaton,"Delta Charter Township, Precinct 3",Board of Trustees Member Lansing Community College 6 Year Term,,,Ryan J. Smith,252,66,66,120
